establecimiento_id;establecimiento_nombre_comercial;establecimiento_modalidad;establecimiento_tipologia;establecimiento_clasificacion;direccion;direccion_isla_nombre;direccion_provincia_nombre;direccion_municipio_nombre;direccion_localidad_nombre;direccion_codigo_postal;unidades_explotacion;plazas;longitud;latitud
E-38-6-0000023;Chinea;Extrahotelera;Apartamento;1 Llave;La Calera,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;3;13;-17.33511;28.09519
E-38-6-0000024;Apartamentos Los Mirlos;Extrahotelera;Apartamento;1 Llave;_U;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;2;6;-17.333684;28.085162
E-38-6-0000025;La Playa;Extrahotelera;Apartamento;2 Llaves;La Playa,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;2;6;-17.341333;28.094461
E-38-6-0000026;El Contero;Extrahotelera;Apartamento;1 Llave;La Calera,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;2;6;-17.33511;28.09519
E-38-6-0000027;Bello;Extrahotelera;Apartamento;1 Llave;La Playa,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;6;20;-17.342648;28.095889
E-38-6-0000028;Mendoza;Extrahotelera;Apartamento;1 Llave;Vueltas,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;2;8;-17.333989;28.084499
E-38-6-0000029;Olivier I;Extrahotelera;Apartamento;1 Llave;Vueltas,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;2;6;-17.333989;28.084499
E-38-6-0000030;Abraham;Extrahotelera;Apartamento;1 Llave;Vueltas,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;2;10;-17.333989;28.084499
E-38-6-0000031;Navarro;Extrahotelera;Apartamento;1 Llave;Vueltas,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;8;22;-17.333989;28.084499
E-38-6-0000032;Celia;Extrahotelera;Apartamento;1 Llave;Vueltas,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;2;10;-17.333989;28.084499
E-38-6-0000033;Sixto;Extrahotelera;Apartamento;1 Llave;C/ El Palmar, S/N;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;3;7;-17.335442;28.090086
E-38-6-0000034;Yenay;Extrahotelera;Apartamento;1 Llave;Vueltas,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;8;24;-17.333989;28.084499
E-38-6-0000035;Ulises;Extrahotelera;Apartamento;1 Llave;Vueltas,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;5;19;-17.333989;28.084499
E-38-6-0000036;San José;Extrahotelera;Apartamento;2 Llaves;La Playa, S/N;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;5;14;-17.342687;28.096183
E-38-6-0000037;Eladio;Extrahotelera;Apartamento;1 Llave;La Playa,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;7;19;-17.342754;28.096281
E-38-6-0000038;Concha;Extrahotelera;Apartamento;1 Llave;La Calera,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;3;6;-17.335777;28.09554
E-38-6-0000039;Jobel;Extrahotelera;Apartamento;2 Llaves;Vueltas, S/N;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Vueltas;38870;3;13;-17.333989;28.084499
E-38-6-0000040;Conchita;Extrahotelera;Apartamento;1 Llave;Las Orijamas,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;5;18;-17.331842;28.098514
E-38-6-0000041;Manolo;Extrahotelera;Apartamento;1 Llave;Vueltas,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;9;24;-17.333989;28.084499
E-38-6-0000042;Balcón Canario;Extrahotelera;Apartamento;1 Llave;La Playa,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;6;24;-17.342501;28.095274
E-38-6-0000043;Juanita;Extrahotelera;Apartamento;1 Llave;La Playa,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;4;4;-17.34218;28.096234
E-38-6-0000044;Humberto;Extrahotelera;Apartamento;1 Llave;Vueltas,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;6;19;-17.334184;28.083935
E-38-6-0000045;Juana I ;Extrahotelera;Apartamento;1 Llave;Vueltas,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;2;8;-17.333989;28.084499
E-38-6-0000046;Apartamentos Bemavi;Extrahotelera;Apartamento;1 Llave;La Calera, S/N;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;2;6;-17.33511;28.09519
E-38-6-0000047;Apartamentos Mare;Extrahotelera;Apartamento;1 Llave;Vueltas,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;2;8;-17.333989;28.084499
E-38-6-0000048;Lucía;Extrahotelera;Apartamento;1 Llave;Los Granados,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;2;7;-17.32131;28.10998
E-38-6-0000049;Las Vueltas;Extrahotelera;Apartamento;1 Llave;Vueltas,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;3;8;-17.333825;28.082187
E-38-6-0000050;Los Cuatro Vientos;Extrahotelera;Apartamento;1 Llave;La Playa,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;2;4;-17.34451;28.097171
E-38-6-0000051;Dominguez Ii;Extrahotelera;Apartamento;1 Llave;La Calera,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;4;10;-17.33511;28.09519
E-38-6-0000052;Noda;Extrahotelera;Apartamento;1 Llave;Laguna Santiago,;La Gomera;Santa Cruz De Tenerife;San Sebastian De La Gomera;San Sebastian De La Gomera;38800;4;9;-17.18711;28.03696
E-38-6-0000053;Apartamentos Sol Y Mar;Extrahotelera;Apartamento;1 Llave;Las Trincheras,;La Gomera;Santa Cruz De Tenerife;Alajero;Alajero;38812;6;12;-17.200523;28.028901
E-38-6-0000054;El Mantillo;Extrahotelera;Apartamento;1 Llave;El Mantillo,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;2;6;-17.33652;28.0869
E-38-6-0000055;Orone;Extrahotelera;Apartamento;1 Llave;La Calera,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;2;7;-17.33511;28.09519
E-38-6-0000056;Parada;Extrahotelera;Apartamento;1 Llave;Cueva Honda,;La Gomera;Santa Cruz De Tenerife;Alajero;Playa De Santiago;38812;2;4;-17.196591;28.029232
E-38-6-0000058;Amaya;Extrahotelera;Apartamento;1 Llave;Vueltas,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;6;18;-17.333989;28.084499
E-38-6-0000059;La Casita;Extrahotelera;Apartamento;1 Llave;La Puntilla,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;2;9;-17.33873;28.08898
E-38-6-0000060;Vera;Extrahotelera;Apartamento;1 Llave;Avda. Marítima,;La Gomera;Santa Cruz De Tenerife;Alajero;Playa De Santiago;38812;6;6;-17.19678;28.02869
E-38-6-0000061;Playa;Extrahotelera;Apartamento;1 Llave;Avda. Marítima,;La Gomera;Santa Cruz De Tenerife;Alajero;Playa De Santiago;38812;4;12;-17.19678;28.02869
E-38-6-0000062;Nemtru;Extrahotelera;Apartamento;1 Llave;Santiago Apostol,;La Gomera;Santa Cruz De Tenerife;San Sebastian De La Gomera;S. Sebastian De La Gomera;38800;5;12;-17.19327;28.032709
E-38-6-0000063;Los Telares;Extrahotelera;Apartamento;1 Llave;El Convento,;La Gomera;Santa Cruz De Tenerife;Hermigua;Hermigua;38820;22;40;-17.198006;28.151655
E-38-6-0000064;Los Medanos;Extrahotelera;Apartamento;1 Llave;Lepanto. Los Medanos, S/N;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Playa De La Calera (La);38870;2;10;-17.34328;28.096566
E-38-6-0000065;Oliver Ii;Extrahotelera;Apartamento;1 Llave;Vueltas,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;7;18;-17.333989;28.084499
E-38-6-0000066;Guahedun;Extrahotelera;Apartamento;1 Llave;Vueltas,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;6;18;-17.333989;28.084499
E-38-6-0000067;Negrin;Extrahotelera;Apartamento;1 Llave;Luguna Santiago,;La Gomera;Santa Cruz De Tenerife;San Sebastian De La Gomera;S. Sebastian De La Gomera;38800;8;24;-17.192771;28.032806
E-38-6-0000068;Piedra La Garza;Extrahotelera;Apartamento;1 Llave;Piedra La Garza,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;4;8;-17.336272;28.084268
E-38-6-0000069;Borbalan;Extrahotelera;Apartamento;1 Llave;Borbalan,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;5;18;-17.335154;28.089887
