establecimiento_id;establecimiento_nombre_comercial;establecimiento_modalidad;establecimiento_tipologia;establecimiento_clasificacion;direccion;direccion_isla_nombre;direccion_provincia_nombre;direccion_municipio_nombre;direccion_localidad_nombre;direccion_codigo_postal;unidades_explotacion;plazas;longitud;latitud
CR-35-1-0001683;De Salvago;Extrahotelera;Casa Rural;Categoria Unica;Finca Salvago, Campus Universitario De Tafira,;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35000;1;9;-15.455916;28.07579
CR-35-1-0001684;Finca La Hiedra 32;Extrahotelera;Casa Rural;Categoria Unica;Lomito De Taidia, 32;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Lomito De Taidia;35290;1;6;0;0
CR-35-1-0001685;Finca La Hiedra 33;Extrahotelera;Casa Rural;Categoria Unica;Lomito De Taidia, 33;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Lomito De Taidia;35290;1;2;0;0
CR-35-1-0001686;Finca La Hiedra 35;Extrahotelera;Casa Rural;Categoria Unica;Lomito De Taidia, 35;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Lomito De Taidia;35290;1;2;-15.551887;27.930803
CR-35-1-0001687;Finca La Esperanza;Extrahotelera;Casa Rural;Categoria Unica;El Guincho, 14;Gran Canaria;Palmas (Las);Arucas;Arucas;35000;1;6;-15.51346;28.14275
CR-35-1-0001688;Casa Arocena;Extrahotelera;Casa Rural;Categoria Unica;Lechucilla, 66;Gran Canaria;Palmas (Las);Vega San Mateo;Lechucilla (La);35320;1;6;-15.548821;27.996228
CR-35-1-0001690;Casas De Don Pedro;Extrahotelera;Casa Rural;Categoria Unica;Las Monjas, Poligono 6, Parcela 153,;Gran Canaria;Palmas (Las);Valsequillo De Gran Canaria;Valsequillo;35217;10;23;0;0
CR-35-1-0001691;La Huertecilla;Extrahotelera;Casa Rural;Categoria Unica;La Huertecilla, 15;Gran Canaria;Palmas (Las);Santa Lucia De Tirajana;Sorrueda (La);35280;1;4;-15.539336;27.890252
CR-35-1-0001692;Hacienda De La Guirra;Extrahotelera;Casa Rural;Categoria Unica;Del Centro, 99;Gran Canaria;Palmas (Las);Santa Brigida;Monte Lentiscal;35310;1;2;-15.480181;28.044542
CR-35-1-0001693;Ca'Cayetano;Extrahotelera;Casa Rural;Categoria Unica;El Lomito;Gran Canaria;Palmas (Las);La Aldea De San Nicolas;_U;_U;1;4;-15.775836;27.955453
CR-35-1-0001695;Ca'Juani;Extrahotelera;Casa Rural;Categoria Unica;Montaña De Las Tierras;Gran Canaria;Palmas (Las);Ingenio;_U;_U;0;0;0;0
CR-35-1-0001696;El Algarrobero;Extrahotelera;Casa Rural;Categoria Unica;La Solana;Gran Canaria;Palmas (Las);Santa Lucia De Tirajana;_U;_U;0;0;0;0
CR-35-1-0001697;Hacienda De Los Olivos;Extrahotelera;Casa Rural;Categoria Unica;Carretera A Los Olivos;Gran Canaria;Palmas (Las);Santa Brigida;_U;_U;0;0;0;0
CR-35-1-0001698;La Piedra De Los Sueños;Extrahotelera;Casa Rural;Categoria Unica;Los Canalizos;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;_U;_U;0;0;0;0
CR-35-1-0001699;Pabellón De Jardín;Extrahotelera;Casa Rural;Categoria Unica;Madroñal;Gran Canaria;Palmas (Las);Santa Brigida;_U;_U;0;0;0;0
CR-35-1-0001700;Teva;Extrahotelera;Casa Rural;Categoria Unica;Finca El Lomo, La Longuera;Gran Canaria;Palmas (Las);Santa Lucia De Tirajana;_U;_U;0;0;0;0
CR-35-1-0001701;Tintilla;Extrahotelera;Casa Rural;Categoria Unica;El Lomito;Gran Canaria;Palmas (Las);Vega San Mateo;_U;_U;0;0;0;0
CR-35-1-0001702;Los Cabucos;Extrahotelera;Casa Rural;Categoria Unica;Lugar El Sao;Gran Canaria;Palmas (Las);Agaete;_U;_U;0;0;0;0
CR-35-1-0001703;La Era Del Llano;Extrahotelera;Casa Rural;Categoria Unica;Bo Rincon De Arriba;Gran Canaria;Palmas (Las);Tejeda;_U;_U;0;0;0;0
CR-35-1-0001704;Casa Rural La Pelusa;Extrahotelera;Casa Rural;Categoria Unica;Diseminado La Culata;Gran Canaria;Palmas (Las);Tejeda;_U;_U;0;0;0;0
CR-35-1-0001705;El Espinillo;Extrahotelera;Casa Rural;Categoria Unica;El Espinillo;Gran Canaria;Palmas (Las);Tejeda;_U;_U;0;0;0;0
CR-35-2-0000001;Casa De Las Portadas;Extrahotelera;Casa Rural;Categoria Unica;Las Portadas, 15;Fuerteventura;Palmas (Las);La Oliva;Oliva (La);35640;2;6;-13.926506;28.614296
CR-35-2-0000002;Fimbapaire;Extrahotelera;Casa Rural;Categoria Unica;C/ Fimbapaire, 1;Fuerteventura;Palmas (Las);La Oliva;Oliva (La);35640;2;6;-13.927483;28.613601
CR-35-2-0000003;Piedra Blanca;Extrahotelera;Casa Rural;Categoria Unica;Lg. Piedra Blanca, S/N;Fuerteventura;Palmas (Las);Antigua;Triquivijate;35639;1;14;-13.972957;28.430288
CR-35-2-0000004;Casa Isaitas;Extrahotelera;Casa Rural;Categoria Unica;C/ Guize, 3;Fuerteventura;Palmas (Las);Pájara;Pájara;35628;1;8;-14.108507;28.350807
CR-35-2-0000005;Casa Pedro;Extrahotelera;Casa Rural;Categoria Unica;Villaverde, 45;Fuerteventura;Palmas (Las);La Oliva;Villaverde;35640;1;6;0;0
CR-35-2-0000006;Casa De La Burra;Extrahotelera;Casa Rural;Categoria Unica;Lg.Las Majadillas, S/N;Fuerteventura;Palmas (Las);Puerto Del Rosario;Llanos De La Concepción;35637;1;3;-13.96925;28.49218
CR-35-2-0000007;Casa Tile;Extrahotelera;Casa Rural;Categoria Unica;C/ Pedro Mendez Fajardo, 33;Fuerteventura;Palmas (Las);La Oliva;Roque (El);35650;1;4;-13.995971;28.684423
CR-35-2-0000008;Casa Pilar;Extrahotelera;Casa Rural;Categoria Unica;Tenicosquey, 9;Fuerteventura;Palmas (Las);Antigua;Tenicosquey;35529;2;4;-13.9561;28.30787
CR-35-2-0000009;Casa Tamasite;Extrahotelera;Casa Rural;Categoria Unica;C/ Tamasite, 9;Fuerteventura;Palmas (Las);Tuineje;Tuineje;35628;4;12;-14.047939;28.325928
CR-35-2-0000010;El Taro;Extrahotelera;Casa Rural;Categoria Unica;C/ Capellanía, S/N;Fuerteventura;Palmas (Las);La Oliva;Roque (El);35650;1;11;-13.99463;28.68532
CR-35-2-0000011;Casa Andresito;Extrahotelera;Casa Rural;Categoria Unica;Malpeis, 7;Fuerteventura;Palmas (Las);Pájara;Pájara;35628;1;4;-14.100091;28.347927
CR-35-2-0000012;El Durazno;Extrahotelera;Casa Rural;Categoria Unica;Finca El Durazno, S/N;Fuerteventura;Palmas (Las);Antigua;Antigua;35630;1;5;0;0
CR-35-2-0000013;Agroturismo La Gayría;Extrahotelera;Casa Rural;Categoria Unica;C/ Inmaculada , 9;Fuerteventura;Palmas (Las);Tuineje;Tiscamanita;35638;3;9;-14.028291;28.34607
CR-35-2-0000014;La Rosa Del Taro;Extrahotelera;Casa Rural;Categoria Unica;Lg. La Atalaya De La Rosa Del Taro, 92;Fuerteventura;Palmas (Las);Puerto Del Rosario;Rosa Del Taro;35600;1;2;-13.96043;28.474856
CR-35-2-0000016;Asuncionita;Extrahotelera;Casa Rural;Categoria Unica;C/ Camino La Ampuyentilla, 56;Fuerteventura;Palmas (Las);Puerto Del Rosario;Tetir;35613;1;8;-13.943698;28.535696
CR-35-2-0000017;Makai;Extrahotelera;Casa Rural;Categoria Unica;Tefía, Nº 4;Fuerteventura;Palmas (Las);Puerto Del Rosario;Tefía;35611;3;6;-13.85862;28.498563
CR-35-2-0000018;Soleario;Extrahotelera;Casa Rural;Categoria Unica;San Pedro, Nº 29;Fuerteventura;Palmas (Las);La Oliva;Oliva (La);35640;2;9;-13.915953;28.612998
CR-35-2-0000019;Teberite;Extrahotelera;Casa Rural;Categoria Unica;C/ Romancero Eulalio Marrero, Corral Blanco, S/N;Fuerteventura;Palmas (Las);Tuineje;Tuineje;35628;3;6;-14.038513;28.320569
CR-35-2-0000020;La Morisca;Extrahotelera;Casa Rural;Categoria Unica;C/ Romancero Eulalio Marrero, Corral Blanco, S/N;Fuerteventura;Palmas (Las);Tuineje;Tuineje;35628;1;2;-14.038421;28.320525
CR-35-2-0000021;Granja Tara;Extrahotelera;Casa Rural;Categoria Unica;Tablero De La Molina, S/N Parcela 48, Polígono 9;Fuerteventura;Palmas (Las);La Oliva;Roque (El);35650;2;4;-13.998886;28.680254
CR-35-2-0000022;La Rosa De Los Vientos;Extrahotelera;Casa Rural;Categoria Unica;C/ Los Llanos De La Concepción;Fuerteventura;Palmas (Las);Puerto Del Rosario;Llanos De La Concepción;_U;1;7;0;0
CR-35-2-0000023;Muchichafe;Extrahotelera;Casa Rural;Categoria Unica;C/ Tefía;Fuerteventura;Palmas (Las);Puerto Del Rosario;Tefía;_U;0;6;0;0
CR-35-2-0000024;Casa Taramela;Extrahotelera;Casa Rural;Categoria Unica;C/ Camino Del Rincón;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;_U;0;0;0;0
CR-35-2-0000025;La Jícara;Extrahotelera;Casa Rural;Categoria Unica;C/ Manuel Velazquez Cabrera;Fuerteventura;Palmas (Las);Tuineje;_U;_U;0;0;0;0
CR-35-3-0000002;Caserio De Guime;Extrahotelera;Casa Rural;Categoria Unica;Entrada La, 35;Lanzarote;Palmas (Las);San Bartolome;Guime;_U;6;12;-13.614804;28.976208
CR-35-3-0000003;Finca La Corona;Extrahotelera;Casa Rural;Categoria Unica;Camino De La Rosita, 8;Lanzarote;Palmas (Las);Haria;Ye;_U;8;15;-13.490498;29.195959
CR-35-3-0000004;"Casa Rural ""Finca De Uga""";Extrahotelera;Casa Rural;Categoria Unica;Agachadilla, 5;Lanzarote;Palmas (Las);Yaiza;Uga;_U;3;6;-13.74272;28.947783
CR-35-3-0000005;Caleton Del Golfo;Extrahotelera;Casa Rural;Categoria Unica;Avenida Maritima, 3;Lanzarote;Palmas (Las);Yaiza;Golfo (El);_U;3;6;-13.831488;28.983723
CR-35-3-0000006;Morro, El;Extrahotelera;Casa Rural;Categoria Unica;El Morro, 1;Lanzarote;Palmas (Las);Yaiza;Uga;_U;5;10;-13.738306;28.947484
CR-35-3-0000007;Estudio Chimida;Extrahotelera;Casa Rural;Categoria Unica;Jaime Balmes, 14;Lanzarote;Palmas (Las);Teguise;Teguise;_U;1;2;-13.559331;29.062833
CR-35-3-0000008;Rancho Grande, El;Extrahotelera;Casa Rural;Categoria Unica;Seguidilla, 1;Lanzarote;Palmas (Las);Tinajo;Tinajo;_U;6;12;-13.67545;29.065434
CR-35-3-0000009;Bodega Y Estudio Tisalaya;Extrahotelera;Casa Rural;Categoria Unica;Vegueta La, 17;Lanzarote;Palmas (Las);Tinajo;Vegueta (La);_U;2;6;-13.65079;29.05045
CR-35-3-0000010;Villa Lola Y Juan;Extrahotelera;Casa Rural;Categoria Unica;Fajardo, 16;Lanzarote;Palmas (Las);Haria;Haria;35520;5;12;-13.498064;29.147843
CR-35-3-0000011;Tahona De Güime;Extrahotelera;Casa Rural;Categoria Unica;La Carretera , 29;Lanzarote;Palmas (Las);San Bartolome;Guime;35550;1;3;-13.614035;28.978227
CR-35-3-0000012;Gaida;Extrahotelera;Casa Rural;Categoria Unica;Camino La Caldereta, 50/52;Lanzarote;Palmas (Las);Tias;Asomada (La);35572;3;6;-13.696601;28.960474
CR-35-3-0000013;Cortijo De Tejia;Extrahotelera;Casa Rural;Categoria Unica;Cortijo Tejia, S/N;Lanzarote;Palmas (Las);Teguise;Teguise;35530;5;10;0;0
CR-35-3-0000014;Finca Tajaste;Extrahotelera;Casa Rural;Categoria Unica;Camino Cantarilla, 2;Lanzarote;Palmas (Las);Tinajo;Tinajo;35560;3;6;-13.690661;29.049565
CR-35-3-0000017;Las Claras;Extrahotelera;Casa Rural;Categoria Unica;Camino De Las Claras , 13;Lanzarote;Palmas (Las);Tias;Tias;35572;3;6;-13.654429;28.962889
CR-35-3-0000018;Finca Isabel;Extrahotelera;Casa Rural;Categoria Unica;Malva, 11;Lanzarote;Palmas (Las);Teguise;Mozaga;35530;5;11;-13.613443;29.021005
CR-35-3-0000019;Finca Creativa;Extrahotelera;Casa Rural;Categoria Unica;Seguidilla, 20;Lanzarote;Palmas (Las);Yaiza;Uga;35570;3;6;-13.74252;28.95133
CR-35-3-0000020;Los Ajaches;Extrahotelera;Casa Rural;Categoria Unica;Pico Redondo, 1;Lanzarote;Palmas (Las);Yaiza;Maciot;35570;2;4;-13.789048;28.911042
CR-35-3-0000021;Teseguite;Extrahotelera;Casa Rural;Categoria Unica;Avda. Acoran, 5;Lanzarote;Palmas (Las);Teguise;Teseguite;_U;3;12;-13.537458;29.058173
CR-35-3-0000022;La Casona De Nazaret;Extrahotelera;Casa Rural;Categoria Unica;Los Mirlos , 2;Lanzarote;Palmas (Las);Teguise;Nazaret;35530;3;6;-13.556827;29.041591
CR-35-3-0000023;La Joya Del Jable;Extrahotelera;Casa Rural;Categoria Unica;Tinabuado, 9;Lanzarote;Palmas (Las);Teguise;Tao;35530;1;6;-13.611962;29.041594
CR-35-3-0000024;Las Laderas;Extrahotelera;Casa Rural;Categoria Unica;Laderas, Las 2,;Lanzarote;Palmas (Las);Teguise;Teguise;_U;5;12;-13.5708;29.08174
CR-35-3-0000025;Casita La Cabra;Extrahotelera;Casa Rural;Categoria Unica;Las Casillas , 35;Lanzarote;Palmas (Las);Haria;Maguez;35520;3;6;-13.493964;29.161507
CR-35-3-0000026;Via Lactea;Extrahotelera;Casa Rural;Categoria Unica;Guardilama, 29;Lanzarote;Palmas (Las);Tias;Asomada (La);35572;5;9;-13.696655;28.955838
CR-35-3-0000027;Los Bermejos;Extrahotelera;Casa Rural;Categoria Unica;El Sobaco, 22;Lanzarote;Palmas (Las);San Bartolome;San Bartolome;35550;4;8;-13.637217;29.010824
CR-35-3-0000028;Casa Bethencorut;Extrahotelera;Casa Rural;Categoria Unica;El Mentidero , 3;Lanzarote;Palmas (Las);Tias;Masdache;35572;2;4;-13.658669;28.991685
CR-35-3-0000029;Hero;Extrahotelera;Casa Rural;Categoria Unica;Mardespino, 1;Lanzarote;Palmas (Las);Tias;Tias;35572;5;10;-13.644673;28.958288
CR-35-3-0000030;Casa Calderetas;Extrahotelera;Casa Rural;Categoria Unica;Camino Calderetas, 4;Lanzarote;Palmas (Las);Tinajo;Tinajo;35560;4;10;-13.654409;29.07195
CR-35-3-0000031;Vista Salinas;Extrahotelera;Casa Rural;Categoria Unica;Cocederos, 4;Lanzarote;Palmas (Las);Yaiza;Hoya (La);35570;5;10;-13.814729;28.940719
CR-35-3-0000033;Tisalaya;Extrahotelera;Casa Rural;Categoria Unica;Camino Tisalaya;Lanzarote;Palmas (Las);Tinajo;Vegueta (La);_U;1;4;-13.65815;29.01963
CR-35-3-0000034;La Molina;Extrahotelera;Casa Rural;Categoria Unica;C/Las Casillas;Lanzarote;Palmas (Las);Haria;Maguez;_U;5;10;0;0
CR-35-3-0000035;Finca Isolina;Extrahotelera;Casa Rural;Categoria Unica;Camino El Rompimiento;Lanzarote;Palmas (Las);Tias;Macher;_U;9;18;0;0
CR-35-3-0000036;Finca Fajardo;Extrahotelera;Casa Rural;Categoria Unica;Camino Regla;Lanzarote;Palmas (Las);Tinajo;_U;_U;0;0;0;0
CR-38-4-0000001;Cango, El;Extrahotelera;Casa Rural;Categoria Unica;C/ Vera Los Cangueros, 8-10,;Tenerife;Santa Cruz De Tenerife;Arico;Arico El Nuevo;38580;1;3;-16.479428;28.178159
CR-38-4-0000002;Casa Anton Piche;Extrahotelera;Casa Rural;Categoria Unica;C/ Principal, 38, 38;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;Draguito (El);38600;3;6;-16.56451;28.114762
CR-38-4-0000003;Casa La Hoyita;Extrahotelera;Casa Rural;Categoria Unica;C/ Callejon, 3 (Barrio De La Hoya),;Tenerife;Santa Cruz De Tenerife;Guimar;Guimar;38500;1;3;-16.412044;28.317904
CR-38-4-0000004;Tia Blasina;Extrahotelera;Casa Rural;Categoria Unica;C/ Real Orotava, 2 (Finca Tia Blasina), 2;Tenerife;Santa Cruz De Tenerife;La Matanza De Acentejo;Matanza De Acentejo (La);38370;2;4;-16.440457;28.45266
CR-38-4-0000005;Lagar, El;Extrahotelera;Casa Rural;Categoria Unica;Cmno. Garimba (Esq. Atalaya), 2, 2;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;Guamasa;38297;3;6;-16.378992;28.496244
CR-38-4-0000006;Riquelas, Las;Extrahotelera;Casa Rural;Categoria Unica;Cmno. Baboseras, S/N. (Las Riquelas),;Tenerife;Santa Cruz De Tenerife;El Sauzal;Sauzal (El);38360;2;4;-16.441635;28.454931
CR-38-4-0000007;Mama Lola;Extrahotelera;Casa Rural;Categoria Unica;C/ Trece De Septiembre, 11,;Tenerife;Santa Cruz De Tenerife;Arico;Arico El Nuevo;38580;2;6;-16.479525;28.177922
CR-38-4-0000010;Casilla, La;Extrahotelera;Casa Rural;Categoria Unica;Ctra. Gral. Punta Del Hidalgo, 119,;Tenerife;Santa Cruz De Tenerife;Tegueste;Tegueste;38280;1;3;-16.328082;28.519153
CR-38-4-0000013;Villa Caya;Extrahotelera;Casa Rural;Categoria Unica;Cmno. De La Candelaria, 2 - 4,;Tenerife;Santa Cruz De Tenerife;La Orotava;Orotava (La);38300;4;8;-16.51676;28.379115
CR-38-4-0000015;Casa De Montemayor;Extrahotelera;Casa Rural;Categoria Unica;Camino De Moya, S/N (El Boquerón),;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;Valle De Guerra;38270;2;5;-16.361274;28.485538
CR-38-4-0000016;Casa Del Abuelo;Extrahotelera;Casa Rural;Categoria Unica;C/ Santa Lucia, 1, 1;Tenerife;Santa Cruz De Tenerife;Guia Isora;Chirche;38688;2;4;-16.76098;28.219031
CR-38-4-0000017;Heliotropos, Los;Extrahotelera;Casa Rural;Categoria Unica;C/ La Resbala, 21, 21;Tenerife;Santa Cruz De Tenerife;La Victoria De Acentejo;Victoria De Acentejo (La);38380;4;12;-16.461158;28.437149
CR-38-4-0000018;Casa Del Cura Viejo;Extrahotelera;Casa Rural;Categoria Unica;C/ Andres Orozco Batista, 18, 18;Tenerife;Santa Cruz De Tenerife;Arafo;Arafo;38550;3;7;-16.423112;28.342185
CR-38-4-0000019;La Gañania;Extrahotelera;Casa Rural;Categoria Unica;C/ Los Aflijidos, 4 ,;Tenerife;Santa Cruz De Tenerife;Los Realejos;Realejos (Los);38419;3;6;-16.573938;28.385156
CR-38-4-0000020;Casa El Maestro;Extrahotelera;Casa Rural;Categoria Unica;Lomo Juan Diaz, 19, 19;Tenerife;Santa Cruz De Tenerife;Candelaria;Candelaria;38530;2;3;-16.383192;28.352986
CR-38-4-0000021;Verita, La;Extrahotelera;Casa Rural;Categoria Unica;C/ La Vera, 8, 67;Tenerife;Santa Cruz De Tenerife;Fasnia;Sombrera (La);38570;1;3;-16.455675;28.238616
CR-38-4-0000022;Traspatio, El;Extrahotelera;Casa Rural;Categoria Unica;C/ Arquitecto Marrero, 9 ,;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;Granadilla De Abona;38600;3;8;-16.57654;28.123326
CR-38-4-0000023;Ida, Casa;Extrahotelera;Casa Rural;Categoria Unica;C/ La Oliva, 8,;Tenerife;Santa Cruz De Tenerife;Garachico;Genoves;38459;5;15;-16.741859;28.366143
CR-38-4-0000025;Uchan, Casa;Extrahotelera;Casa Rural;Categoria Unica;Caserio Marengo, 16, 16;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Icod De Los Vinos;38430;2;4;-16.708785;28.346642
CR-38-4-0000027;Casa Vieja;Extrahotelera;Casa Rural;Categoria Unica;Santa Rosa De Lima, 64,;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;Guamasa;38330;3;5;-16.373302;28.494808
CR-38-4-0000028;Don Leandro;Extrahotelera;Casa Rural;Categoria Unica;Ctra. La Esperanza, Km.16,;Tenerife;Santa Cruz De Tenerife;El Rosario;Esperanza (La);38370;7;16;0;0
CR-38-4-0000030;Correa, La;Extrahotelera;Casa Rural;Categoria Unica;Cmno. Real Cruz De San Antonio, 58 (Altavista), 58;Tenerife;Santa Cruz De Tenerife;Arona;Arona;38649;6;12;-16.67697;28.108991
CR-38-4-0000031;Picacho, El;Extrahotelera;Casa Rural;Categoria Unica;Cmno. De Los Mohos, 8 (Pico Bermejo), 153;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;Tejina;38260;5;10;-16.367007;28.523603
CR-38-4-0000032;Hospital Viejo U Hospicio;Extrahotelera;Casa Rural;Categoria Unica;Ctra. General Del Norte, 176,;Tenerife;Santa Cruz De Tenerife;La Matanza De Acentejo;Matanza De Acentejo (La);38370;4;8;-16.460715;28.448702
CR-38-4-0000033;Estanco Viejo, El;Extrahotelera;Casa Rural;Categoria Unica;C/ Estanco Viejo, S/N, S/N;Tenerife;Santa Cruz De Tenerife;Adeje;Quinta (La) - Taucho;38677;4;9;-16.730503;28.151344
CR-38-4-0000036;Casa Carmela;Extrahotelera;Casa Rural;Categoria Unica;C/ La Rivera, 4,;Tenerife;Santa Cruz De Tenerife;Guia Isora;Chirche;38680;3;4;-16.760903;28.219357
CR-38-4-0000041;Juncos, Los;Extrahotelera;Casa Rural;Categoria Unica;Cmno. Tamunante, 45,;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Vega (La);38430;3;6;-16.736308;28.357482
CR-38-4-0000043;Patio De Tita, El;Extrahotelera;Casa Rural;Categoria Unica;C/ Jardin, 13, 13;Tenerife;Santa Cruz De Tenerife;Los Realejos;Zamora (La);38410;5;13;-16.565759;28.389318
CR-38-4-0000044;Sitio De La Casa, El;Extrahotelera;Casa Rural;Categoria Unica;C/ La Luz, 14,;Tenerife;Santa Cruz De Tenerife;Arico;Arico El Nuevo;38580;3;6;-16.48135;28.17814
CR-38-4-0000046;Adelantado, El;Extrahotelera;Casa Rural;Categoria Unica;C/ El Adelantado, 16 ,;Tenerife;Santa Cruz De Tenerife;Tacoronte;Tacoronte;38350;4;10;-16.402055;28.487198
CR-38-4-0000048;La Sombrera;Extrahotelera;Casa Rural;Categoria Unica;La Sombrera, S/N;Tenerife;Santa Cruz De Tenerife;Fasnia;Sombrera (La);38570;1;3;-16.457853;28.223802
CR-38-4-0000050;Boruguita, La;Extrahotelera;Casa Rural;Categoria Unica;C/ El Paso, 63,;Tenerife;Santa Cruz De Tenerife;La Orotava;Orotava (La);38300;2;5;-16.525413;28.373297
CR-38-4-0000052;Tajona, La;Extrahotelera;Casa Rural;Categoria Unica;Barrio La Concepcion, 2,;Tenerife;Santa Cruz De Tenerife;Adeje;Tijoco De Arriba;38677;1;3;-16.747801;28.157574
CR-38-4-0000053;Atajo, El;Extrahotelera;Casa Rural;Categoria Unica;C/ El Atajo, 9, 9;Tenerife;Santa Cruz De Tenerife;Guia Isora;Chio;38689;2;4;-16.79674;28.236442
CR-38-4-0000054;Vistita, La;Extrahotelera;Casa Rural;Categoria Unica;Camino Nuevo, 18,;Tenerife;Santa Cruz De Tenerife;Guia Isora;Aripe;38688;2;4;-16.765082;28.217385
CR-38-4-0000055;Zapateria, La;Extrahotelera;Casa Rural;Categoria Unica;C/ Virgen De La Paz, 2, 4;Tenerife;Santa Cruz De Tenerife;Guia Isora;Chio;38689;2;5;-16.796257;28.235789
CR-38-4-0000056;Achacay, La;Extrahotelera;Casa Rural;Categoria Unica;C/ La Vera, 18, 18;Tenerife;Santa Cruz De Tenerife;Fasnia;Fasnia;38570;3;4;-16.455293;28.238902
CR-38-4-0000058;Escuela, La;Extrahotelera;Casa Rural;Categoria Unica;C/ Benitez De Lugo, 12, 12;Tenerife;Santa Cruz De Tenerife;Arico;Arico El Nuevo;38580;3;6;-16.501295;28.16669
CR-38-4-0000059;Piedra Redonda;Extrahotelera;Casa Rural;Categoria Unica;Camino El Aserradero;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Icod De Los Vinos;38430;3;6;-16.713718;28.35944
CR-38-4-0000060;Majadera, La;Extrahotelera;Casa Rural;Categoria Unica;C/ Las Rosas, 58, 58;Tenerife;Santa Cruz De Tenerife;El Rosario;Rosas (Las);38109;3;9;-16.36987;28.43422
CR-38-4-0000062;Paloma, La;Extrahotelera;Casa Rural;Categoria Unica;_U;Tenerife;Santa Cruz De Tenerife;La Orotava;Orotava (La);38300;1;3;0;0
CR-38-4-0000063;Casa Vidal;Extrahotelera;Casa Rural;Categoria Unica;C/ San Felipe, 5, 5;Tenerife;Santa Cruz De Tenerife;Guia Isora;Chirche;38680;3;6;-16.760893;28.219127
CR-38-4-0000064;Venta, La;Extrahotelera;Casa Rural;Categoria Unica;Nuestra Sra. De La Esperanza, 8 (Las Vegas),;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;Granadilla De Abona;38600;3;9;-16.546886;28.14492
CR-38-4-0000065;Faro, El;Extrahotelera;Casa Rural;Categoria Unica;Camino Real, 1, 1;Tenerife;Santa Cruz De Tenerife;San Juan De La Rambla;San Juan De La Rambla;38420;1;3;0;0
CR-38-4-0000068;Lo De Carta;Extrahotelera;Casa Rural;Categoria Unica;Ctra. A La Cumbre (Monte Los Frailes), Km. 5,5,;Tenerife;Santa Cruz De Tenerife;Arafo;Arafo;38550;3;6;-16.415819;28.340601
CR-38-4-0000069;Villa Cubas;Extrahotelera;Casa Rural;Categoria Unica;Lomo De Montijo, 37, 37;Tenerife;Santa Cruz De Tenerife;Guimar;Escobonal (El);38591;2;4;-16.4268;28.26731
CR-38-4-0000071;Miradero, El;Extrahotelera;Casa Rural;Categoria Unica;Miradero, 8, 8;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Icod De Los Vinos;38430;2;5;-16.694002;28.362996
CR-38-4-0000074;Finca Cabrera;Extrahotelera;Casa Rural;Categoria Unica;Lomo Centeno,;Tenerife;Santa Cruz De Tenerife;Arico;Icor;38592;2;4;-16.46712;28.21977
CR-38-4-0000075;Dulces, Las;Extrahotelera;Casa Rural;Categoria Unica;Ctra. Los Pajares, S/N.,;Tenerife;Santa Cruz De Tenerife;Guia Isora;Chio;38680;4;8;-16.78173;28.21191
CR-38-4-0000076;Llanadas, Las ;Extrahotelera;Casa Rural;Categoria Unica;C/ Chanajiga, 108,;Tenerife;Santa Cruz De Tenerife;Los Realejos;Palo Blanco -Llanadas;38410;5;10;-16.584535;28.343919
CR-38-4-0000077;Casa Pepa;Extrahotelera;Casa Rural;Categoria Unica;C/ Guajara S/N. (Las Vegas),;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;Granadilla De Abona;38600;2;6;-16.547718;28.146347
CR-38-4-0000083;Breveritas, Las;Extrahotelera;Casa Rural;Categoria Unica;Cmno. Las Breveritas, S/N,;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Cueva Del Viento;38438;3;6;-16.70081;28.34816
CR-38-4-0000085;Finca Paraiso;Extrahotelera;Casa Rural;Categoria Unica;Cmno. Paraiso, S/N.,;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;Valle De Guerra;38270;2;6;-16.392517;28.512486
CR-38-4-0000086;Morro Catana;Extrahotelera;Casa Rural;Categoria Unica;C/ Lomito, S/N,;Tenerife;Santa Cruz De Tenerife;Buenavista Del Norte;Masca;38480;2;4;-16.84104;28.305359
CR-38-4-0000093;Casa Tamaide;Extrahotelera;Casa Rural;Categoria Unica;Fundadores Casmi, 1, 1;Tenerife;Santa Cruz De Tenerife;San Miguel De Abona;Tamaide;38620;3;6;-16.611834;28.102982
